KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
37201,1,高松市,,0,,,417496,202029,215467,187511
372010010,2,高松市,塩屋町,0,,,218,117,101,125
372010020,2,高松市,築地町,0,,,654,317,337,399
372010030,3,高松市,塩上町,0,,,1598,806,792,1018
37201003000,4,高松市,塩上町,0,,,121,69,52,87
37201003001,4,高松市,塩上町一丁目,0,,,186,101,85,124
37201003002,4,高松市,塩上町二丁目,0,,,702,346,356,456
37201003003,4,高松市,塩上町三丁目,0,,,589,290,299,351
372010040,2,高松市,八坂町,0,,,81,38,43,45
372010050,2,高松市,福田町,0,,,295,139,156,175
372010060,3,高松市,常磐町,0,,,342,167,175,229
37201006001,4,高松市,常磐町一丁目,0,,,92,47,45,53
37201006002,4,高松市,常磐町二丁目,0,,,250,120,130,176
372010070,3,高松市,瓦町,0,,,438,211,227,267
37201007001,4,高松市,瓦町一丁目,0,,,201,101,100,120
37201007002,4,高松市,瓦町二丁目,0,,,237,110,127,147
372010080,2,高松市,古馬場町,0,,,89,40,49,67
372010090,2,高松市,御坊町,0,,,72,36,36,29
372010100,2,高松市,今新町,0,,,102,44,58,60
372010110,2,高松市,大工町,0,,,169,88,81,121
372010120,2,高松市,百間町,0,,,285,129,156,151
372010130,2,高松市,片原町,0,,,260,120,140,140
372010140,2,高松市,鶴屋町,0,,,232,110,122,139
372010150,2,高松市,本町,0,,,483,244,239,345
372010160,2,高松市,北浜町,0,,,531,220,311,247
372010170,3,高松市,朝日町,0,,,389,233,156,260
37201017001,4,高松市,朝日町一丁目,0,,,28,17,11,22
37201017002,4,高松市,朝日町二丁目,0,,,351,208,143,232
37201017003,4,高松市,朝日町三丁目,0,,,10,8,2,6
37201017004,4,高松市,朝日町四丁目,0,,,-,-,-,-
37201017005,4,高松市,朝日町五丁目,0,,,-,-,-,-
37201017006,4,高松市,朝日町六丁目,0,,,-,-,-,-
372010180,2,高松市,東浜町,0,,,55,23,32,32
372010190,3,高松市,城東町,0,,,243,126,117,157
37201019001,4,高松市,城東町一丁目,0,,,131,64,67,81
37201019002,4,高松市,城東町二丁目,0,,,112,62,50,76
372010200,2,高松市,朝日新町,0,,,2,2,-,2
372010210,2,高松市,通町,0,,,48,18,30,29
372010220,2,高松市,井口町,0,,,196,107,89,146
372010230,2,高松市,末広町,0,,,352,167,185,205
372010240,3,高松市,福岡町,0,,,3618,1787,1831,2008
37201024001,4,高松市,福岡町一丁目,0,,,337,168,169,175
37201024002,4,高松市,福岡町二丁目,0,,,1110,553,557,631
37201024003,4,高松市,福岡町三丁目,0,,,990,521,469,590
37201024004,4,高松市,福岡町四丁目,0,,,1181,545,636,612
372010250,3,高松市,松福町,0,,,2349,1464,885,1028
37201025001,4,高松市,松福町一丁目,0,,,997,492,505,562
37201025002,4,高松市,松福町二丁目,0,,,1352,972,380,466
372010260,3,高松市,松島町,0,,,2886,1377,1509,1561
37201026000,4,高松市,松島町,0,,,163,66,97,111
37201026001,4,高松市,松島町一丁目,0,,,456,233,223,261
37201026002,4,高松市,松島町二丁目,0,,,949,446,503,549
37201026003,4,高松市,松島町三丁目,0,,,1318,632,686,640
372010270,3,高松市,多賀町,0,,,1568,759,809,813
37201027001,4,高松市,多賀町一丁目,0,,,216,101,115,109
37201027002,4,高松市,多賀町二丁目,0,,,615,304,311,295
37201027003,4,高松市,多賀町三丁目,0,,,737,354,383,409
372010280,3,高松市,花園町,0,,,1543,718,825,804
37201028001,4,高松市,花園町一丁目,0,,,677,326,351,337
37201028002,4,高松市,花園町二丁目,0,,,347,169,178,194
37201028003,4,高松市,花園町三丁目,0,,,519,223,296,273
372010290,3,高松市,観光通,0,,,392,214,178,277
37201029001,4,高松市,観光通一丁目,0,,,243,128,115,166
37201029002,4,高松市,観光通二丁目,0,,,149,86,63,111
372010300,2,高松市,田町,0,,,358,172,186,214
372010310,2,高松市,東田町,0,,,169,78,91,117
372010320,3,高松市,藤塚町,0,,,2574,1156,1418,1461
37201032000,4,高松市,藤塚町,0,,,27,11,16,14
37201032001,4,高松市,藤塚町一丁目,0,,,919,397,522,521
37201032002,4,高松市,藤塚町二丁目,0,,,969,443,526,573
37201032003,4,高松市,藤塚町三丁目,0,,,659,305,354,353
372010330,3,高松市,栗林町,0,,,2971,1389,1582,1545
37201033001,4,高松市,栗林町一丁目,0,,,1066,489,577,528
37201033002,4,高松市,栗林町二丁目,0,,,1322,626,696,718
37201033003,4,高松市,栗林町三丁目,0,,,583,274,309,299
372010340,3,高松市,桜町,0,,,3472,1628,1844,1434
37201034001,4,高松市,桜町一丁目,0,,,2006,924,1082,844
37201034002,4,高松市,桜町二丁目,0,,,1466,704,762,590
372010350,3,高松市,楠上町,0,,,2384,1148,1236,1022
37201035001,4,高松市,楠上町一丁目,0,,,1190,564,626,523
37201035002,4,高松市,楠上町二丁目,0,,,1194,584,610,499
372010360,3,高松市,花ノ宮町,0,,,1859,924,935,935
37201036001,4,高松市,花ノ宮町一丁目,0,,,647,314,333,331
37201036002,4,高松市,花ノ宮町二丁目,0,,,843,443,400,433
37201036003,4,高松市,花ノ宮町三丁目,0,,,369,167,202,171
372010370,3,高松市,上之町,0,,,2496,1255,1241,1254
37201037001,4,高松市,上之町一丁目,0,,,695,319,376,329
37201037002,4,高松市,上之町二丁目,0,,,885,438,447,456
37201037003,4,高松市,上之町三丁目,0,,,916,498,418,469
372010380,2,高松市,旅籠町,0,,,183,96,87,103
372010390,2,高松市,中新町,0,,,237,133,104,159
372010400,2,高松市,天神前,0,,,539,243,296,260
372010410,2,高松市,中央町,0,,,1424,735,689,894
372010420,2,高松市,中野町,0,,,1384,697,687,844
372010430,2,高松市,亀岡町,0,,,539,272,267,339
372010440,3,高松市,番町,0,,,2381,1147,1234,1160
37201044001,4,高松市,番町一丁目,0,,,275,125,150,115
37201044002,4,高松市,番町二丁目,0,,,361,175,186,180
37201044003,4,高松市,番町三丁目,0,,,706,320,386,307
37201044004,4,高松市,番町四丁目,0,,,545,289,256,307
37201044005,4,高松市,番町五丁目,0,,,494,238,256,251
372010450,2,高松市,紫雲町,0,,,233,109,124,161
372010460,2,高松市,新北町,0,,,1451,739,712,834
372010470,3,高松市,宮脇町,0,,,4271,2073,2198,2372
37201047001,4,高松市,宮脇町一丁目,0,,,1899,904,995,1070
37201047002,4,高松市,宮脇町二丁目,0,,,2372,1169,1203,1302
372010480,3,高松市,西宝町,0,,,2631,1285,1346,1492
37201048001,4,高松市,西宝町一丁目,0,,,1276,596,680,748
37201048002,4,高松市,西宝町二丁目,0,,,959,489,470,523
37201048003,4,高松市,西宝町三丁目,0,,,396,200,196,221
372010490,2,高松市,茜町,0,,,1543,767,776,774
372010500,2,高松市,西町,0,,,1170,580,590,618
372010510,2,高松市,瀬戸内町,0,,,847,419,428,466
372010520,3,高松市,扇町,0,,,2407,1195,1212,1470
37201052001,4,高松市,扇町一丁目,0,,,1354,656,698,782
37201052002,4,高松市,扇町二丁目,0,,,572,306,266,371
37201052003,4,高松市,扇町三丁目,0,,,481,233,248,317
372010530,3,高松市,昭和町,0,,,1895,921,974,984
37201053001,4,高松市,昭和町一丁目,0,,,1234,600,634,630
37201053002,4,高松市,昭和町二丁目,0,,,661,321,340,354
372010540,2,高松市,幸町,0,,,65,-,65,1
372010550,3,高松市,錦町,0,,,3001,1520,1481,1677
37201055001,4,高松市,錦町一丁目,0,,,1795,908,887,1007
37201055002,4,高松市,錦町二丁目,0,,,1206,612,594,670
372010561,2,高松市,浜ノ町,0,,,4244,2017,2227,2111
372010562,2,高松市,サンポート,0,,,-,-,-,-
372010570,2,高松市,玉藻町,0,,,36,17,19,29
372010580,2,高松市,丸の内,0,,,521,232,289,292
372010590,2,高松市,内町,0,,,107,57,50,53
372010600,3,高松市,寿町,0,,,91,47,44,47
37201060001,4,高松市,寿町一丁目,0,,,87,44,43,45
37201060002,4,高松市,寿町二丁目,0,,,4,3,1,2
372010610,2,高松市,西の丸町,0,,,160,85,75,93
372010620,2,高松市,西内町,0,,,297,146,151,160
372010630,2,高松市,兵庫町,0,,,131,60,71,75
372010640,2,高松市,古新町,0,,,279,137,142,185
372010650,2,高松市,磨屋町,0,,,129,73,56,79
372010660,2,高松市,紺屋町,0,,,339,147,192,132
372010670,2,高松市,鍛冶屋町,0,,,55,31,24,38
372010680,2,高松市,丸亀町,0,,,267,122,145,155
372010690,2,高松市,南新町,0,,,58,26,32,24
372010700,2,高松市,亀井町,0,,,111,67,44,81
372010710,2,高松市,観光町,0,,,871,424,447,453
372010721,3,高松市,上福岡町,0,,,3463,1618,1845,1687
37201072100,4,高松市,上福岡町,0,,,3181,1487,1694,1544
37201072101,4,高松市,上福岡町,0,,,282,131,151,143
372010730,2,高松市,峰山町,0,,,136,69,67,56
372010740,2,高松市,室町,0,,,360,165,195,178
372010750,2,高松市,室新町,0,,,1196,562,634,529
372010760,2,高松市,東ハゼ町,0,,,793,372,421,440
372010770,2,高松市,西ハゼ町,0,,,693,346,347,385
372010780,2,高松市,紙町,0,,,1013,489,524,616
372010790,2,高松市,松並町,0,,,1110,511,599,562
372010800,2,高松市,西春日町,0,,,1159,550,609,616
372010810,2,高松市,勅使町,0,,,1727,936,791,837
372010820,2,高松市,田村町,0,,,2328,1211,1117,1370
372010830,2,高松市,上天神町,0,,,1826,978,848,1043
372010840,2,高松市,三条町,0,,,4862,2352,2510,2255
372010850,3,高松市,今里町,0,,,3277,1622,1655,1603
37201085000,4,高松市,今里町,0,,,1067,536,531,551
37201085001,4,高松市,今里町一丁目,0,,,1268,614,654,584
37201085002,4,高松市,今里町二丁目,0,,,942,472,470,468
372010860,2,高松市,松縄町,0,,,5786,2830,2956,2553
372010870,2,高松市,伏石町,0,,,8199,3919,4280,3573
372010880,2,高松市,太田下町,0,,,8132,3912,4220,3567
372010890,2,高松市,太田上町,0,,,6665,3125,3540,3105
372010900,3,高松市,木太町,0,,,31102,14927,16175,14179
37201090001,4,高松市,木太町一区,0,,,3607,1745,1862,1502
37201090002,4,高松市,木太町二区,0,,,4253,1993,2260,1998
37201090003,4,高松市,木太町三区,0,,,2350,1120,1230,1242
37201090004,4,高松市,木太町四区,0,,,1775,878,897,772
37201090005,4,高松市,木太町五区,0,,,679,304,375,327
37201090006,4,高松市,木太町六区,0,,,4971,2508,2463,2442
37201090007,4,高松市,木太町七区,0,,,6071,2869,3202,2715
37201090008,4,高松市,木太町八区,0,,,3393,1593,1800,1478
37201090009,4,高松市,木太町九区,0,,,4003,1917,2086,1703
372010910,2,高松市,春日町,0,,,4831,2437,2394,2094
372010920,2,高松市,新田町,0,,,5119,2451,2668,1805
372010931,3,高松市,高松町,0,,,11512,5339,6173,5146
37201093100,4,高松市,高松町,0,,,4959,2288,2671,2354
37201093101,4,高松市,高松町,0,,,6553,3051,3502,2792
372010940,2,高松市,屋島東町,0,,,3118,1469,1649,1304
372010950,2,高松市,屋島中町,0,,,1698,864,834,743
372010961,3,高松市,屋島西町,0,,,13947,6722,7225,6661
37201096100,4,高松市,屋島西町,0,,,7735,3677,4058,3726
37201096101,4,高松市,屋島西町,0,,,6212,3045,3167,2935
372010970,2,高松市,前田西町,0,,,1328,607,721,504
372010980,2,高松市,前田東町,0,,,2024,996,1028,965
372010990,2,高松市,亀田町,0,,,952,447,505,442
372011000,2,高松市,元山町,0,,,4748,2284,2464,2362
372011010,2,高松市,東山崎町,0,,,3922,1861,2061,2036
372011020,2,高松市,下田井町,0,,,1654,769,885,678
372011030,2,高松市,林町,0,,,8671,4408,4263,3994
372011040,2,高松市,六条町,0,,,3086,1511,1575,1345
372011050,2,高松市,上林町,0,,,3048,1513,1535,1180
372011060,2,高松市,三谷町,0,,,5325,2659,2666,1906
372011070,2,高松市,多肥下町,0,,,4465,2176,2289,1939
372011080,2,高松市,多肥上町,0,,,8573,4104,4469,3184
372011090,2,高松市,出作町,0,,,1497,703,794,582
372011101,3,高松市,仏生山町,0,,,8013,3850,4163,3590
37201110100,4,高松市,仏生山町,0,,,7745,3747,3998,3506
37201110101,4,高松市,仏生山町,0,,,268,103,165,84
372011110,2,高松市,三名町,0,,,1047,486,561,521
372011120,2,高松市,鹿角町,0,,,1680,819,861,757
372011130,2,高松市,成合町,0,,,2904,1374,1530,1312
372011140,2,高松市,一宮町,0,,,4926,2300,2626,2086
372011150,2,高松市,寺井町,0,,,3989,1828,2161,1905
372011160,2,高松市,川部町,0,,,2746,1352,1394,1012
372011170,2,高松市,岡本町,0,,,1683,779,904,639
372011180,2,高松市,円座町,0,,,7906,3775,4131,3193
372011190,2,高松市,西山崎町,0,,,2470,1192,1278,924
372011200,2,高松市,檀紙町,0,,,3573,1731,1842,1424
372011210,2,高松市,御厩町,0,,,2590,1289,1301,959
372011220,2,高松市,中間町,0,,,1733,836,897,603
372011230,2,高松市,郷東町,0,,,3069,1546,1523,1525
372011240,2,高松市,鶴市町,0,,,5058,2477,2581,2176
372011250,2,高松市,飯田町,0,,,2824,1394,1430,1147
372011260,2,高松市,鬼無町藤井,0,,,1283,640,643,540
372011270,2,高松市,鬼無町是竹,0,,,899,448,451,412
372011280,2,高松市,鬼無町佐料,0,,,755,371,384,285
372011290,2,高松市,鬼無町佐藤,0,,,1006,504,502,407
