KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
372050140,2,観音寺市,木之郷町,0,,,1045,478,567,389
372050150,2,観音寺市,新田町,0,,,907,421,486,337
372050160,2,観音寺市,原町,0,,,669,313,356,253
372050170,2,観音寺市,池之尻町,0,,,1787,862,925,720
372050180,2,観音寺市,粟井町,0,,,1538,754,784,576
372050190,2,観音寺市,中田井町,0,,,736,346,390,290
372050200,2,観音寺市,本大町,0,,,1315,624,691,600
372050210,2,観音寺市,古川町,0,,,1144,542,602,460
372050220,2,観音寺市,吉岡町,0,,,1377,652,725,610
372050230,2,観音寺市,伊吹町,0,,,323,152,171,164
372050240,2,観音寺市,大野原町海老済,0,,,47,24,23,22
372050250,2,観音寺市,大野原町萩原,0,,,1457,710,747,533
372050260,2,観音寺市,大野原町大野原,0,,,4965,2409,2556,1836
372050270,2,観音寺市,大野原町花稲,0,,,1068,515,553,347
372050280,2,観音寺市,大野原町中姫,0,,,1238,587,651,457
372050290,2,観音寺市,大野原町青岡,0,,,370,187,183,129
372050300,2,観音寺市,大野原町有木,0,,,82,43,39,29
372050310,2,観音寺市,大野原町田野々,0,,,138,71,67,49
372050320,2,観音寺市,大野原町内野々,0,,,257,75,182,43
372050330,2,観音寺市,大野原町井関,0,,,305,141,164,122
372050340,2,観音寺市,大野原町丸井,0,,,602,307,295,224
372050350,2,観音寺市,大野原町福田原,0,,,296,149,147,107
372050360,2,観音寺市,豊浜町姫浜,0,,,1993,936,1057,812
372050370,2,観音寺市,豊浜町和田浜,0,,,1592,753,839,665
372050380,2,観音寺市,豊浜町和田,0,,,2539,1269,1270,953
372050390,2,観音寺市,豊浜町箕浦,0,,,1051,501,550,403
372050400,3,観音寺市,港町,0,,,415,202,213,172
37205040001,4,観音寺市,港町一丁目,0,,,158,72,86,77
37205040002,4,観音寺市,港町二丁目,0,,,257,130,127,95
372050410,2,観音寺市,観音寺町,0,,,2247,1064,1183,1022
37206,1,さぬき市,,0,,,47003,22484,24519,19445
372060010,3,さぬき市,志度,0,,,12386,6058,6328,5829
37206001001,4,さぬき市,志度,0,,,8993,4431,4562,4374
37206001002,4,さぬき市,志度,0,,,3393,1627,1766,1455
372060020,2,さぬき市,末,0,,,292,138,154,111
372060030,2,さぬき市,鴨庄,0,,,3472,1719,1753,1485
372060040,2,さぬき市,小田,0,,,900,442,458,408
372060050,2,さぬき市,鴨部,0,,,1933,914,1019,757
372060060,2,さぬき市,津田町津田,0,,,3897,1776,2121,1656
372060070,2,さぬき市,津田町鶴羽,0,,,1824,846,978,768
372060080,2,さぬき市,大川町富田中,0,,,1456,674,782,541
372060090,2,さぬき市,大川町富田東,0,,,601,290,311,247
372060100,2,さぬき市,大川町田面,0,,,802,349,453,272
372060110,2,さぬき市,大川町南川,0,,,379,181,198,150
372060120,2,さぬき市,大川町富田西,0,,,1910,926,984,743
372060130,2,さぬき市,寒川町石田東,0,,,1787,831,956,628
372060140,2,さぬき市,寒川町石田西,0,,,1796,885,911,614
372060150,2,さぬき市,寒川町神前,0,,,1614,758,856,601
372060160,2,さぬき市,昭和,0,,,1305,606,699,442
372060170,2,さぬき市,長尾西,0,,,3336,1601,1735,1277
372060180,2,さぬき市,長尾東,0,,,2016,942,1074,776
372060190,2,さぬき市,長尾名,0,,,848,408,440,320
372060200,2,さぬき市,前山,0,,,256,123,133,113
372060210,2,さぬき市,多和,0,,,392,182,210,171
372060220,2,さぬき市,造田乙井,0,,,224,113,111,82
372060230,2,さぬき市,造田宮西,0,,,752,366,386,290
372060240,2,さぬき市,造田是弘,0,,,1957,923,1034,812
372060250,2,さぬき市,造田野間田,0,,,868,433,435,352
37207,1,東かがわ市,,0,,,28279,13358,14921,11931
372070010,2,東かがわ市,松原,0,,,2850,1351,1499,1286
372070020,2,東かがわ市,伊座,0,,,311,146,165,133
372070030,2,東かがわ市,帰来,0,,,923,459,464,410
372070040,2,東かがわ市,白鳥,0,,,2177,1040,1137,849
372070050,2,東かがわ市,湊,0,,,2017,907,1110,844
372070060,2,東かがわ市,東山,0,,,258,125,133,101
372070070,2,東かがわ市,西山,0,,,230,110,120,90
372070080,2,東かがわ市,与田山,0,,,311,151,160,139
372070090,2,東かがわ市,入野山,0,,,330,164,166,137
372070100,2,東かがわ市,五名,0,,,231,116,115,108
372070110,2,東かがわ市,引田,0,,,3559,1668,1891,1499
372070120,2,東かがわ市,吉田,0,,,333,157,176,150
372070130,2,東かがわ市,馬宿,0,,,267,128,139,128
372070140,2,東かがわ市,南野,0,,,479,233,246,199
372070150,2,東かがわ市,黒羽,0,,,440,219,221,174
372070160,2,東かがわ市,坂元,0,,,268,125,143,112
372070170,2,東かがわ市,川股,0,,,128,60,68,54
372070180,2,東かがわ市,小海,0,,,538,266,272,217
372070190,2,東かがわ市,三本松,0,,,3011,1385,1626,1369
372070200,2,東かがわ市,西村,0,,,874,418,456,339
372070210,2,東かがわ市,横内,0,,,1267,601,666,542
372070220,2,東かがわ市,中筋,0,,,890,432,458,359
372070230,2,東かがわ市,川東,0,,,1165,556,609,493
372070240,2,東かがわ市,水主,0,,,888,428,460,355
372070250,2,東かがわ市,小磯,0,,,393,184,209,158
372070260,2,東かがわ市,落合,0,,,585,291,294,239
372070270,2,東かがわ市,中山,0,,,249,123,126,97
372070280,2,東かがわ市,三殿,0,,,380,190,190,155
372070290,2,東かがわ市,町田,0,,,1011,480,531,433
372070300,2,東かがわ市,大谷,0,,,425,194,231,166
372070310,2,東かがわ市,松崎,0,,,390,180,210,158
372070320,2,東かがわ市,馬篠,0,,,541,237,304,169
372070330,2,東かがわ市,土居,0,,,332,152,180,143
372070340,2,東かがわ市,小砂,0,,,162,82,80,60
372070350,2,東かがわ市,大内,0,,,66,-,66,66
37208,1,三豊市,,0,,,61857,29770,32087,23083
372080010,2,三豊市,高瀬町上高瀬,0,,,2689,1305,1384,989
372080020,2,三豊市,高瀬町新名,0,,,1532,722,810,615
372080030,2,三豊市,高瀬町上勝間,0,,,964,471,493,351
372080040,2,三豊市,高瀬町下勝間,0,,,2734,1381,1353,1002
372080050,2,三豊市,高瀬町羽方,0,,,720,346,374,242
372080060,2,三豊市,高瀬町佐股,0,,,1274,621,653,395
372080070,2,三豊市,高瀬町比地中,0,,,1492,677,815,555
372080080,2,三豊市,高瀬町比地,0,,,1186,582,604,416
372080090,2,三豊市,高瀬町下麻,0,,,1007,468,539,365
372080100,2,三豊市,高瀬町上麻,0,,,1030,515,515,381
372080110,2,三豊市,山本町辻,0,,,2142,1003,1139,767
372080120,2,三豊市,山本町河内,0,,,796,394,402,299
372080130,2,三豊市,山本町大野,0,,,1325,635,690,489
372080140,2,三豊市,山本町財田西,0,,,856,414,442,321
372080150,2,三豊市,山本町神田,0,,,1176,569,607,448
372080160,2,三豊市,三野町吉津,0,,,2612,1250,1362,933
372080170,2,三豊市,三野町下高瀬,0,,,3138,1515,1623,1191
372080180,2,三豊市,三野町大見,0,,,3053,1474,1579,1081
372080190,2,三豊市,豊中町下高野,0,,,1143,533,610,419
372080200,2,三豊市,豊中町岡本,0,,,1474,702,772,577
372080210,2,三豊市,豊中町比地大,0,,,1675,832,843,570
372080220,2,三豊市,豊中町笠田笠岡,0,,,1699,845,854,658
372080230,2,三豊市,豊中町笠田竹田,0,,,614,277,337,189
372080240,2,三豊市,豊中町上高野,0,,,1825,914,911,679
372080250,2,三豊市,豊中町本山甲,0,,,1733,842,891,628
372080260,2,三豊市,豊中町本山乙,0,,,589,261,328,266
372080270,2,三豊市,詫間町松崎,0,,,2855,1333,1522,1174
372080280,2,三豊市,詫間町詫間,0,,,7322,3443,3879,2916
372080290,2,三豊市,詫間町香田,0,,,308,223,85,50
372080300,2,三豊市,詫間町大浜,0,,,1166,551,615,459
372080310,2,三豊市,詫間町積,0,,,186,86,100,83
372080320,2,三豊市,詫間町箱,0,,,209,103,106,90
372080330,2,三豊市,詫間町生里,0,,,252,128,124,111
372080340,2,三豊市,詫間町粟島,0,,,154,75,79,102
372080350,2,三豊市,詫間町志々島,0,,,19,11,8,15
372080360,2,三豊市,仁尾町仁尾,0,,,5279,2505,2774,1969
372080370,2,三豊市,仁尾町家の浦,0,,,113,52,61,44
372080380,2,三豊市,財田町財田上,0,,,2199,1051,1148,774
372080390,2,三豊市,財田町財田中,0,,,1317,661,656,470
37322,1,土庄町,,0,,,12846,6044,6802,5750
373220010,3,土庄町,土庄,0,,,4525,2133,2392,2047
37322001001,4,土庄町,土庄,0,,,15,5,10,8
37322001002,4,土庄町,土庄,0,,,30,15,15,13
37322001003,4,土庄町,土庄,0,,,40,21,19,22
37322001004,4,土庄町,土庄,0,,,36,14,22,15
37322001005,4,土庄町,土庄,0,,,225,109,116,97
37322001006,4,土庄町,土庄,0,,,57,25,32,30
37322001007,4,土庄町,土庄,0,,,444,174,270,158
37322001008,4,土庄町,土庄,0,,,26,11,15,15
37322001009,4,土庄町,土庄,0,,,20,11,9,11
37322001010,4,土庄町,土庄,0,,,96,42,54,52
37322001011,4,土庄町,土庄,0,,,27,10,17,13
37322001012,4,土庄町,土庄,0,,,120,54,66,58
37322001013,4,土庄町,土庄,0,,,49,22,27,26
37322001014,4,土庄町,土庄,0,,,71,38,33,39
37322001015,4,土庄町,土庄,0,,,126,61,65,58
37322001016,4,土庄町,土庄,0,,,320,153,167,145
37322001017,4,土庄町,土庄,0,,,271,133,138,138
37322001018,4,土庄町,土庄,0,,,692,329,363,306
37322001019,4,土庄町,土庄,0,,,219,110,109,101
37322001020,4,土庄町,土庄,0,,,207,94,113,97
37322001021,4,土庄町,土庄,0,,,262,123,139,120
37322001022,4,土庄町,土庄,0,,,796,391,405,348
37322001023,4,土庄町,土庄,0,,,343,173,170,163
37322001024,4,土庄町,土庄,0,,,-,-,-,-
37322001025,4,土庄町,土庄,0,,,33,15,18,14
373220020,3,土庄町,渕崎,0,,,2520,1182,1338,1045
37322002001,4,土庄町,渕崎,0,,,268,123,145,110
37322002002,4,土庄町,渕崎,0,,,483,191,292,140
37322002003,4,土庄町,渕崎,0,,,829,402,427,369
37322002004,4,土庄町,渕崎,0,,,75,44,31,34
37322002005,4,土庄町,渕崎,0,,,811,390,421,368
37322002006,4,土庄町,渕崎,0,,,54,32,22,24
373220030,3,土庄町,上庄,0,,,764,351,413,355
37322003001,4,土庄町,上庄,0,,,173,77,96,86
37322003002,4,土庄町,上庄,0,,,287,138,149,134
37322003003,4,土庄町,上庄,0,,,304,136,168,135
373220040,2,土庄町,肥土山,0,,,558,279,279,239
373220050,2,土庄町,黒岩,0,,,173,87,86,73
373220060,2,土庄町,小馬越,0,,,110,59,51,55
373220070,2,土庄町,笠滝,0,,,76,39,37,25
373220080,2,土庄町,小海,0,,,351,166,185,147
373220090,2,土庄町,見目,0,,,214,99,115,99
373220100,2,土庄町,屋形崎,0,,,255,113,142,107
373220110,2,土庄町,馬越,0,,,207,105,102,90
373220120,3,土庄町,伊喜末,0,,,502,232,270,208
37322012001,4,土庄町,伊喜末,0,,,493,227,266,204
37322012002,4,土庄町,伊喜末小豊島,0,,,9,5,4,4
373220130,3,土庄町,小江,0,,,409,189,220,165
37322013001,4,土庄町,小江,0,,,351,158,193,143
37322013002,4,土庄町,小江,0,,,58,31,27,22
373220140,2,土庄町,長浜,0,,,374,184,190,160
373220150,2,土庄町,滝宮,0,,,116,61,55,59
373220160,3,土庄町,豊島家浦,0,,,461,216,245,242
37322016001,4,土庄町,豊島家浦,0,,,135,56,79,89
37322016002,4,土庄町,豊島家浦,0,,,226,116,110,109
37322016003,4,土庄町,豊島家浦,0,,,100,44,56,44
373220170,3,土庄町,豊島唐櫃,0,,,247,112,135,130
37322017001,4,土庄町,豊島唐櫃,0,,,102,47,55,56
37322017002,4,土庄町,豊島唐櫃,0,,,145,65,80,74
373220180,2,土庄町,豊島甲生,0,,,60,27,33,38
373220190,3,土庄町,大部,0,,,719,318,401,357
37322019001,4,土庄町,大部,0,,,191,64,127,118
37322019002,4,土庄町,大部,0,,,151,75,76,67
37322019003,4,土庄町,大部,0,,,208,97,111,94
37322019004,4,土庄町,大部,0,,,169,82,87,78
373220200,3,土庄町,小部,0,,,205,92,113,109
37322020001,4,土庄町,小部,0,,,182,82,100,96
37322020002,4,土庄町,小部,0,,,23,10,13,13
37324,1,小豆島町,,0,,,13870,6621,7249,6160
373240010,2,小豆島町,蒲生,0,,,874,395,479,351
373240020,2,小豆島町,池田,0,,,2231,1055,1176,824
373240030,2,小豆島町,中山,0,,,286,137,149,120
373240040,2,小豆島町,室生,0,,,308,142,166,145
373240050,2,小豆島町,吉野,0,,,110,53,57,55
373240060,2,小豆島町,二面,0,,,314,152,162,142
373240070,2,小豆島町,蒲野,0,,,247,123,124,127
373240080,2,小豆島町,神浦,0,,,107,54,53,58
373240090,2,小豆島町,当浜,0,,,73,33,40,38
373240100,2,小豆島町,岩谷,0,,,68,26,42,32
373240110,2,小豆島町,安田,0,,,1687,797,890,731
373240120,2,小豆島町,木庄,0,,,264,125,139,120
373240130,2,小豆島町,橘,0,,,356,192,164,180
373240140,2,小豆島町,苗羽,0,,,926,418,508,414
373240150,2,小豆島町,古江,0,,,106,51,55,48
373240160,2,小豆島町,堀越,0,,,75,36,39,40
373240170,2,小豆島町,田浦,0,,,60,31,29,32
373240180,2,小豆島町,坂手,0,,,476,229,247,225
373240190,2,小豆島町,西村,0,,,1141,541,600,482
373240200,2,小豆島町,草壁本町,0,,,1130,558,572,614
373240210,2,小豆島町,片城,0,,,763,354,409,330
373240220,2,小豆島町,神懸通,0,,,683,335,348,308
373240230,2,小豆島町,吉田,0,,,79,37,42,39
373240240,2,小豆島町,福田,0,,,613,309,304,299
373240250,2,小豆島町,馬木,0,,,893,438,455,406
37341,1,三木町,,0,,,26878,12943,13935,10889
373410010,2,三木町,大字氷上,0,,,6349,3046,3303,2372
373410020,2,三木町,大字上高岡,0,,,1234,599,635,438
373410030,2,三木町,大字下高岡,0,,,2973,1398,1575,1096
373410040,2,三木町,大字井戸,0,,,2392,1137,1255,929
373410050,2,三木町,大字鹿庭,0,,,643,305,338,264
373410060,2,三木町,大字奥山,0,,,190,95,95,91
373410070,2,三木町,大字朝倉,0,,,280,145,135,123
373410080,2,三木町,大字小蓑,0,,,96,53,43,55
373410090,2,三木町,大字田中,0,,,2177,1062,1115,873
373410100,2,三木町,大字池戸,0,,,5357,2575,2782,2548
373410110,2,三木町,大字平木,0,,,2607,1282,1325,1065
373410120,2,三木町,大字井上,0,,,1641,785,856,640
373410130,2,三木町,大字鹿伏,0,,,939,461,478,395
37364,1,直島町,,0,,,3103,1646,1457,1563
373640010,2,直島町,,0,,,3103,1646,1457,1563
37386,1,宇多津町,,0,,,18699,9180,9519,8734
373860010,3,宇多津町,,0,,,8636,4253,4383,3902
37386001000,4,宇多津町,,0,,,6946,3448,3498,3197
37386001001,4,宇多津町,,0,,,1690,805,885,705
373860020,2,宇多津町,東分,0,,,1519,752,767,612
373860030,3,宇多津町,浜,0,,,8544,4175,4369,4220
37386003001,4,宇多津町,浜一番丁,0,,,330,161,169,166
37386003002,4,宇多津町,浜二番丁,0,,,321,148,173,250
37386003003,4,宇多津町,浜三番丁,0,,,389,222,167,247
37386003004,4,宇多津町,浜四番丁,0,,,553,284,269,259
37386003005,4,宇多津町,浜五番丁,0,,,1804,880,924,897
37386003006,4,宇多津町,浜六番丁,0,,,2191,1072,1119,1022
37386003007,4,宇多津町,浜七番丁,0,,,1514,720,794,739
37386003008,4,宇多津町,浜八番丁,0,,,662,311,351,292
37386003009,4,宇多津町,浜九番丁,0,,,780,377,403,348
37387,1,綾川町,,0,,,22693,10999,11694,8858
373870010,2,綾川町,枌所東,0,,,452,238,214,156
373870020,2,綾川町,枌所西,0,,,239,119,120,108
373870030,2,綾川町,山田上,0,,,850,416,434,337
373870040,2,綾川町,山田下,0,,,1260,592,668,466
373870050,2,綾川町,東分,0,,,377,184,193,161
373870060,2,綾川町,西分,0,,,507,238,269,212
373870070,2,綾川町,羽床上,0,,,755,376,379,284
373870080,2,綾川町,牛川,0,,,454,240,214,199
373870090,2,綾川町,畑田,0,,,3976,1868,2108,1588
373870100,2,綾川町,千疋,0,,,784,405,379,316
373870110,2,綾川町,陶,0,,,5357,2638,2719,2084
373870120,2,綾川町,滝宮,0,,,3492,1654,1838,1291
373870130,2,綾川町,萱原,0,,,1919,923,996,784
373870140,2,綾川町,北,0,,,728,383,345,267
373870150,2,綾川町,小野,0,,,646,282,364,242
373870160,2,綾川町,羽床下,0,,,897,443,454,363
37403,1,琴平町,,0,,,8468,3938,4530,3675
374030010,2,琴平町,榎井,0,,,2185,1037,1148,931
374030020,2,琴平町,五條,0,,,1485,713,772,676
374030030,2,琴平町,,0,,,2262,952,1310,1078
374030040,2,琴平町,下櫛梨,0,,,539,280,259,212
374030050,2,琴平町,上櫛梨,0,,,802,392,410,307
374030060,2,琴平町,苗田,0,,,1195,564,631,471
37404,1,多度津町,,0,,,22445,11373,11072,9770
374040010,3,多度津町,栄町,0,,,591,265,326,267
37404001001,4,多度津町,栄町一丁目,0,,,178,80,98,93
37404001002,4,多度津町,栄町二丁目,0,,,244,110,134,99
37404001003,4,多度津町,栄町三丁目,0,,,169,75,94,75
374040020,2,多度津町,仲ノ町,0,,,164,82,82,72
374040030,2,多度津町,元町,0,,,262,129,133,118
374040040,2,多度津町,京町,0,,,498,246,252,245
374040050,3,多度津町,本通,0,,,1016,495,521,480
37404005001,4,多度津町,本通一丁目,0,,,342,156,186,150
37404005002,4,多度津町,本通二丁目,0,,,506,247,259,239
37404005003,4,多度津町,本通三丁目,0,,,168,92,76,91
374040060,2,多度津町,桃山,0,,,-,-,-,-
374040070,2,多度津町,西浜,0,,,217,105,112,111
374040080,2,多度津町,東浜,0,,,193,95,98,99
374040090,2,多度津町,大通り,0,,,100,46,54,45
374040100,2,多度津町,東港町,0,,,114,112,2,111
374040110,2,多度津町,家中,0,,,387,180,207,169
374040120,2,多度津町,日の出町,0,,,395,185,210,163
374040130,2,多度津町,東新町,0,,,236,129,107,103
374040140,3,多度津町,桜川,0,,,581,269,312,244
37404014001,4,多度津町,桜川一丁目,0,,,346,156,190,137
37404014002,4,多度津町,桜川二丁目,0,,,235,113,122,107
374040150,2,多度津町,寿町,0,,,575,217,358,180
374040160,3,多度津町,堀江,0,,,1607,939,668,790
37404016001,4,多度津町,堀江一丁目,0,,,172,78,94,69
37404016002,4,多度津町,堀江二丁目,0,,,233,138,95,116
37404016003,4,多度津町,堀江三丁目,0,,,497,245,252,206
37404016004,4,多度津町,堀江四丁目,0,,,702,475,227,396
37404016005,4,多度津町,堀江五丁目,0,,,3,3,-,3
374040170,3,多度津町,北鴨,0,,,940,449,491,380
37404017001,4,多度津町,北鴨一丁目,0,,,523,264,259,227
37404017002,4,多度津町,北鴨二丁目,0,,,177,68,109,45
37404017003,4,多度津町,北鴨三丁目,0,,,240,117,123,108
374040190,2,多度津町,幸町,0,,,203,107,96,101
374040200,2,多度津町,若葉町,0,,,293,145,148,133
374040210,2,多度津町,大字道福寺,0,,,1614,780,834,642
374040220,2,多度津町,大字南鴨,0,,,1592,781,811,582
374040230,2,多度津町,大字葛原,0,,,2045,999,1046,823
374040240,2,多度津町,大字庄,0,,,1527,772,755,642
374040250,2,多度津町,大字青木,0,,,1077,521,556,466
374040260,2,多度津町,大字三井,0,,,1137,568,569,398
374040270,2,多度津町,大字山階,0,,,1882,921,961,717
374040280,2,多度津町,西港町,0,,,936,746,190,721
374040290,2,多度津町,大字東白方,0,,,481,223,258,215
374040300,2,多度津町,大字西白方,0,,,787,390,397,312
374040310,2,多度津町,大字奥白方,0,,,711,348,363,296
374040320,2,多度津町,大字見立,0,,,202,90,112,85
374040330,2,多度津町,高見,0,,,25,16,9,18
374040340,2,多度津町,佐柳,0,,,57,23,34,42
37406,1,まんのう町,,0,,,17401,8346,9055,6531
374060010,2,まんのう町,造田,0,,,895,450,445,373
374060020,2,まんのう町,中通,0,,,382,195,187,148
374060030,2,まんのう町,川東,0,,,446,205,241,215
374060040,2,まんのう町,勝浦,0,,,182,96,86,91
374060050,2,まんのう町,公文,0,,,568,272,296,212
374060060,2,まんのう町,東高篠,0,,,1350,660,690,455
374060070,2,まんのう町,西高篠,0,,,454,222,232,156
374060080,2,まんのう町,羽間,0,,,613,315,298,251
374060090,2,まんのう町,四條,0,,,1573,727,846,611
374060100,2,まんのう町,吉野下,0,,,1528,733,795,588
374060110,2,まんのう町,岸上,0,,,865,402,463,316
374060120,2,まんのう町,真野,0,,,503,253,250,185
374060130,2,まんのう町,吉野,0,,,1859,912,947,708
374060140,2,まんのう町,炭所東,0,,,445,217,228,166
374060150,2,まんのう町,炭所西,0,,,1025,483,542,364
374060160,2,まんのう町,長尾,0,,,1035,481,554,346
374060170,2,まんのう町,佐文,0,,,421,209,212,143
374060190,2,まんのう町,七箇,0,,,1264,602,662,431
374060200,2,まんのう町,塩入,0,,,70,35,35,31
374060210,2,まんのう町,帆山,0,,,363,157,206,113
374060220,2,まんのう町,後山,0,,,64,36,28,22
374060230,2,まんのう町,大口,0,,,155,77,78,63
374060240,2,まんのう町,追上,0,,,135,63,72,52
374060250,2,まんのう町,新目,0,,,214,102,112,81
374060260,2,まんのう町,山脇,0,,,161,78,83,64
374060270,2,まんのう町,買田,0,,,541,234,307,207
374060280,2,まんのう町,生間,0,,,109,49,60,47
374060290,2,まんのう町,宮田,0,,,181,81,100,92
