"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度"
"101","00013046","旧今井家住宅主屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20191205","","千葉県","千葉県佐倉市新町字仲町北側48-1","","佐倉市","","35.71960278000000","140.23081111000000"
"101","00013048","旧今井家住宅土蔵","","登録有形文化財(建造物)","産業3次","建築物","","明治","20191205","","千葉県","千葉県佐倉市新町字仲町北側48-1","","佐倉市","","35.71976111000000","140.23078333000000"
"101","00009711","旧岩崎家末廣別邸東屋","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20131224","","千葉県","千葉県富里市七栄650-25","","富里市","","35.73468083000000","140.33828464000000"
"101","00009712","旧岩崎家末廣別邸石蔵","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20131224","","千葉県","千葉県富里市七栄字獅子穴650-25","","富里市","","35.73525484000000","140.33782268000000"
"101","00009710","旧岩崎家末廣別邸主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20131224","","千葉県","千葉県富里市七栄650-25","","富里市","","35.73511152000000","140.33764457000000"
"101","00007730","旧河内屋店舗及び主屋","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20090807","","千葉県","千葉県君津市久留里市場字仲町158-1他","","","","35.29535827000000","140.07780272000000"
"101","00014321","旧公正會舘","","登録有形文化財(建造物)","学校","建築物","","大正","20221031","","千葉県","千葉県銚子市新生町二丁目1-5","","銚子市","","35.73209167000000","140.83320278000000"
"101","00011654","旧斎藤家住宅稲荷社","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県長生郡一宮町一宮字通町三丁目2987-1","","","","35.37531500000000","140.36275300000000"
"101","00011651","旧斎藤家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県長生郡一宮町一宮字通町三丁目2987-1他","","","","35.37527400000000","140.36255300000000"
"101","00011645","旧齋藤家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県松戸市紙敷588","","松戸市","","35.77364600000000","139.93766600000000"
"101","00011653","旧斎藤家住宅土蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県長生郡一宮町一宮字通町三丁目2987-1","","","","35.37530500000000","140.36281600000000"
"101","00011652","旧斎藤家住宅店蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県長生郡一宮町一宮字通町三丁目2987-1他","","","","35.37524200000000","140.36243500000000"
"101","00013510","旧佐倉市立志津小学校青菅分校校舎","","登録有形文化財(建造物)","学校","建築物","","昭和中","20210204","","千葉県","千葉県佐倉市青菅148","","佐倉市","","35.74730833000000","140.15400278000000"
"101","00011073","旧武居家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20160801","","千葉県","千葉県佐倉市宮小路町60","","佐倉市","","35.71667500000000","140.22439400000000"
"101","00011077","旧藤谷家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和中","20160801","","千葉県","千葉県袖ケ浦市代宿字陣場303-3他","","","","35.45631900000000","140.02772300000000"
"101","00011078","旧藤谷家住宅離れ","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20160801","","千葉県","千葉県袖ケ浦市代宿字陣場303-3他","","","","35.45616800000000","140.02767500000000"
"101","00012099","旧西廣家住宅（治郎吉）缶詰工場","","登録有形文化財(建造物)","産業1次","建築物","","昭和前","20180327","","千葉県","千葉県銚子市川口町一丁目6271","","株式会社ランス","","35.73697000000000","140.85393500000000"
"101","00012098","旧西廣家住宅（治郎吉）主屋","","登録有形文化財(建造物)","産業1次","建築物","","明治","20180327","","千葉県","千葉県銚子市川口町一丁目6271","","株式会社ランス","","35.73685900000000","140.85391000000000"
"101","00012100","旧西廣家住宅（治郎吉）倉庫（北倉）","","登録有形文化財(建造物)","産業1次","建築物","","江戸","20180327","","千葉県","千葉県銚子市川口町一丁目6271","","株式会社ランス","","35.73691500000000","140.85460100000000"
"101","00012101","旧西廣家住宅（治郎吉）倉庫（南倉）","","登録有形文化財(建造物)","産業1次","建築物","","江戸","20180327","","千葉県","千葉県銚子市川口町一丁目6271","","株式会社ランス","","35.73679100000000","140.85459000000000"
"101","00012102","旧西廣家住宅（治郎吉）煉瓦塀","","登録有形文化財(建造物)","産業1次","その他工作物","","昭和前","20180327","","千葉県","千葉県銚子市川口町一丁目6271","","株式会社ランス","","35.73680300000000","140.85371600000000"
"101","00011075","旧平井家住宅座敷棟","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20160801","","千葉県","千葉県佐倉市新町233-5","","佐倉市","","35.71905200000000","140.22743500000000"
"101","00011074","旧平井家住宅店舗兼主屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20160801","","千葉県","千葉県佐倉市新町233-5","","佐倉市","","35.71905600000000","140.22752600000000"
"101","00011076","旧平井家住宅脇蔵","","登録有形文化財(建造物)","産業3次","建築物","","大正","20160801","","千葉県","千葉県佐倉市新町233-6","","佐倉市","","35.71898900000000","140.22755800000000"
"101","00002607","旧水田家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20020214","","千葉県","千葉県鴨川市西339","","学校法人城西大学","","35.09923277000000","140.00305596000000"
"101","00002608","旧水田家住宅長屋門","","登録有形文化財(建造物)","産業1次","建築物","","明治","20020214","","千葉県","千葉県鴨川市西339","","学校法人城西大学","","35.09901688000000","140.00318462000000"
"101","00012703","旧森田家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20190329","","千葉県","千葉県館山市北条2321","","","","34.99779972000000","139.86096000000000"
"101","00002606","旧陸軍演習場内圍壁","","登録有形文化財(建造物)","その他","その他工作物","","昭和前","20020214","","千葉県","千葉県習志野市東習志野4-15-6","","","","35.69500587000000","140.07528840000000"
"101","00001247","九十九里教会","","登録有形文化財(建造物)","宗教","建築物","","明治","19990823","","千葉県","千葉県山武市松尾町松尾60-1","","日本基督教団九十九里教会","","35.63986121000000","140.45620376000000"
"101","00000236","興風会館","","登録有形文化財(建造物)","文化福祉","建築物","","昭和前","19970715","","千葉県","千葉県野田市野田250","","財団法人興風会","","35.94276827000000","139.86357230000000"
"101","00011638","後藤家住宅稲荷社","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20170628","","千葉県","千葉県市川市新田一丁目296-1","","","","35.72677200000000","139.91694800000000"
"101","00011637","後藤家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","大正","20170628","","千葉県","千葉県市川市新田一丁目296","","","","35.72646700000000","139.91674700000000"
"101","00004335","呉服新川屋店舗","","登録有形文化財(建造物)","産業3次","建築物","","明治","20041108","","千葉県","千葉県流山市加6-1305","","","","35.85751955000000","139.89969463000000"
"101","00011460","小湊鉄道海士有木駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市海士有木字西ケ崎1813-1","","小湊鉄道株式会社","","35.48169200000000","140.12408000000000"
"101","00011479","小湊鉄道板谷隧道","","登録有形文化財(建造物)","交通","土木構造物","","昭和前","20170502","","千葉県","千葉県市原市朝生原字小谷沢401-15～夷隅郡大多喜町板谷字平四郎畑686-3","","小湊鉄道株式会社","","35.26026300000000","140.17589600000000"
"101","00011465","小湊鉄道馬立駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市馬立字曲本790-2","","小湊鉄道株式会社","","35.42367700000000","140.11487300000000"
"101","00011476","小湊鉄道大久保隧道","","登録有形文化財(建造物)","交通","土木構造物","","昭和前","20170502","","千葉県","千葉県市原市大久保字城ノ越802-4～字仏谷247-3","","小湊鉄道株式会社","","35.28976100000000","140.14130500000000"
"101","00011467","小湊鉄道上総牛久駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市牛久字中宿後897-2","","小湊鉄道株式会社","","35.40009500000000","140.14218600000000"
"101","00011470","小湊鉄道上総鶴舞駅貨物上屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市池和田字田尻1322","","小湊鉄道株式会社","","35.38166500000000","140.16498194000000"
"101","00011468","小湊鉄道上総鶴舞駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市池和田字柳町898-2","","小湊鉄道株式会社","","35.38139000000000","140.16514694000000"
"101","00011459","小湊鉄道上総村上駅本屋","","登録有形文化財(建造物)","交通","建築物","","昭和前","20170502","","千葉県","千葉県市原市村上字木ノ間1358-2","","小湊鉄道株式会社","","35.49624300000000","140.10023000000000"
"101","00011461","小湊鉄道上総山田駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市磯ヶ谷字西樋越2079-3","","小湊鉄道株式会社","","35.45422300000000","140.12616000000000"
"101","00011469","小湊鉄道旧鶴舞発電所","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市池和田字田尻1323-1","","小湊鉄道株式会社","","35.38140111000000","140.16466389000000"
"101","00011458","小湊鉄道五井機関区機関庫及び鍛冶小屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市五井中央東一丁目1-1","","小湊鉄道株式会社","","35.51187200000000","140.08886500000000"
"101","00011472","小湊鉄道里見駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市平野字内田茂176-1","","小湊鉄道株式会社","","35.33668500000000","140.14550111000000"
"101","00011462","小湊鉄道第一柴の下橋梁","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市二日市場字西三番町108-3～110-3","","小湊鉄道株式会社","","35.44959746000000","140.12401284000000"
"101","00011464","小湊鉄道第一養老川橋梁","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市二日市場字川欠立返り250-3～字唐灌谷876-3","","小湊鉄道株式会社","","35.44422194000000","140.11679611000000"
"101","00011463","小湊鉄道第二柴の下橋梁","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市二日市場字西三番町110-3～字柴ノ下327-3","","小湊鉄道株式会社","","35.44918700000000","140.12357500000000"
"101","00011466","小湊鉄道第二養老川橋梁","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市佐是字上尾供933-3～牛久字鶴舞421-2","","小湊鉄道株式会社","","35.40255900000000","140.13039600000000"
"101","00011477","小湊鉄道第四養老川橋梁","","登録有形文化財(建造物)","交通","土木構造物","","昭和前","20170502","","千葉県","千葉県市原市大久保字高瀬583-5～国本字瀬向16-4","","小湊鉄道株式会社","","35.28133806000000","140.14970806000000"
"101","00011471","小湊鉄道高滝駅本屋","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市高滝字峯岸736-2","","小湊鉄道株式会社","","35.35329306000000","140.15035306000000"
"101","00011475","小湊鉄道月崎駅旧下り線プラットホーム","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市月崎字細田539","","小湊鉄道株式会社","","35.30218600000000","140.13953500000000"
"101","00011474","小湊鉄道月崎駅本屋及びプラットホーム","","登録有形文化財(建造物)","交通","建築物","","大正","20170502","","千葉県","千葉県市原市月崎字細田539","","小湊鉄道株式会社","","35.30219500000000","140.13937889000000"
"101","00011473","小湊鉄道月崎第一隧道","","登録有形文化財(建造物)","交通","土木構造物","","大正","20170502","","千葉県","千葉県市原市柿木台字恋戸628-3～字保知803-3","","小湊鉄道株式会社","","35.30909400000000","140.13945900000000"
"101","00011478","小湊鉄道養老渓谷駅本屋","","登録有形文化財(建造物)","交通","建築物","","昭和前","20170502","","千葉県","千葉県市原市朝生原字久保177","","小湊鉄道株式会社","","35.26646611000000","140.15959889000000"
"101","00004336","近藤家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20041108","","千葉県","千葉県四街道市下志津新田2530-4","","","","35.66173673000000","140.15384779000000"
"101","00004337","近藤家住宅土蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20041108","","千葉県","千葉県四街道市下志津新田2530-4","","","","35.66155366000000","140.15411472000000"
"101","00004338","近藤家住宅長屋門","","登録有形文化財(建造物)","住宅","建築物","","明治","20041108","","千葉県","千葉県四街道市下志津新田2530-4","","","","35.66164486000000","140.15423052000000"
"101","00001169","坂本総本店店舗","","登録有形文化財(建造物)","産業3次","建築物","","明治","19990708","","千葉県","千葉県匝瑳市八日市場イ2474","","株式会社坂本総本店","","35.70132014000000","140.54791366000000"
"101","00010120","笹屋土蔵","","登録有形文化財(建造物)","産業3次","建築物","","明治","20141007","","千葉県","千葉県流山市流山1-155-1","","","","35.85724900000000","139.89992500000000"
"101","00006523","山静堂主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20070731","","千葉県","千葉県富津市関尻字堂前483","","","","35.21591314000000","139.92596802000000"
"101","00010564","塩田家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20150804","","千葉県","千葉県夷隅郡大多喜町小土呂字東中野197-1","","","","35.30898592000000","140.24049125000000"
"101","00013957","式場隆三郎家住宅","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20211014","","千葉県","千葉県市川市国府台六丁目2412","","","","35.75574444000000","139.90311667000000"
"101","00007616","宍倉弥兵衛商店店舗兼主屋","","登録有形文化財(建造物)","産業2次","建築物","","明治","20090428","","千葉県","千葉県夷隅郡大多喜町大多喜字下南郭60-1","","","","35.28287104000000","140.24543390000000"
"101","00001245","渋谷嘉助旧宅正門","","登録有形文化財(建造物)","住宅","建築物","","明治","19990823","","千葉県","千葉県香取郡多古町北中83","","","","35.74520500000000","140.49583400000000"
"101","00013350","澁谷家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20200817","","千葉県","千葉県鎌ケ谷市中佐津間一丁目77","","鎌ケ谷市","鎌ケ谷市","35.79693889000000","140.00329167000000"
"101","00013351","澁谷家住宅米蔵","","登録有形文化財(建造物)","住宅","建築物","","江戸","20200817","","千葉県","千葉県鎌ケ谷市中佐津間一丁目77","","鎌ケ谷市","鎌ケ谷市","35.79673889000000","140.00347222000000"
"101","00013352","澁谷家住宅門","","登録有形文化財(建造物)","住宅","その他工作物","","昭和前","20200817","","千葉県","千葉県鎌ケ谷市中佐津間一丁目77","","鎌ケ谷市","鎌ケ谷市","35.79680000000000","140.00359722000000"
"101","00010121","清水屋本店店舗兼主屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20141007","","千葉県","千葉県流山市流山2-26","","","","35.85551000000000","139.89814100000000"
"101","00004212","下郡郵便局旧局舎","","登録有形文化財(建造物)","官公庁舎","建築物","","昭和前","20040723","","千葉県","千葉県木更津市下郡791-2","","","","35.35382731000000","140.04370576000000"
"101","00008417","昭和学院創立記念館","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20110126","","千葉県","千葉県市川市東菅野2-1470-1他","","学校法人昭和学院","","35.73469484000000","139.93119565000000"
"101","00003844","翠州亭（旧スイス大使館）","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20040217","","千葉県","千葉県長生郡長柄町上野527-2","","日本土地改良株式会社","","35.47780600000000","140.24324000000000"
"101","00007976","鈴木家住宅石垣","","登録有形文化財(建造物)","住宅","その他工作物","","大正","20100115","","千葉県","千葉県富津市金谷字上原2288-1他","","","","35.16862720000000","139.82012983000000"
"101","00002611","鈴木家住宅石蔵","","登録有形文化財(建造物)","住宅","建築物","","大正","20020214","","千葉県","千葉県鴨川市西町1139-3","","","","35.11636464000000","140.11439748000000"
"101","00007973","鈴木家住宅石蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20100115","","千葉県","千葉県富津市金谷字上原2288-1他","","","","35.16901198000000","139.81990495000000"
"101","00007975","鈴木家住宅井戸","","登録有形文化財(建造物)","住宅","その他工作物","","昭和前","20100115","","千葉県","千葉県富津市金谷字上原2288-1他","","","","35.16906933000000","139.81988070000000"
"101","00007974","鈴木家住宅稲荷社","","登録有形文化財(建造物)","住宅","建築物","","昭和中","20100115","","千葉県","千葉県富津市金谷字上原2288-1他","","","","35.16902010000000","139.82034055000000"
"101","00006099","鈴木家住宅表門","","登録有形文化財(建造物)","住宅","その他工作物","","大正","20070515","","千葉県","千葉県館山市沼1619","","","","34.98215089000000","139.84625254000000"
"101","00006220","鈴木家住宅蔵","","登録有形文化財(建造物)","住宅","建築物","","大正","20070515","","千葉県","千葉県館山市沼1619","","","","34.98176600000000","139.84649700000000"
"101","00002613","鈴木家住宅穀蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20020214","","千葉県","千葉県鴨川市西町1139-3","","","","35.11645671000000","140.11482581000000"
"101","00006218","鈴木家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","大正","20070515","","千葉県","千葉県館山市沼1619","","","","34.98180400000000","139.84628300000000"
"101","00002609","鈴木家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20020214","","千葉県","千葉県鴨川市西町1139-3","","","","35.11644000000000","140.11459400000000"
"101","00007972","鈴木家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和中","20100115","","千葉県","千葉県富津市金谷字上原2288-1他","","","","35.16892188000000","139.82001646000000"
"101","00002610","鈴木家住宅離れ","","登録有形文化財(建造物)","住宅","建築物","","大正","20020214","","千葉県","千葉県鴨川市西町1139-3","","","","35.11641700000000","140.11445600000000"
"101","00002612","鈴木家住宅火入れ蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20020214","","千葉県","千葉県鴨川市西町1139-3","","","","35.11634713000000","140.11486023000000"
"101","00005766","須藤家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","大正","20061018","","千葉県","千葉県南房総市千倉町大貫543","","","","34.97530463000000","139.92251333000000"
"101","00010422","洲埼灯台","","登録有形文化財(建造物)","交通","その他工作物","","大正","20150326","","千葉県","千葉県館山市洲崎字大塚1043","","国（国土交通省）","","34.97529500000000","139.75755600000000"
"101","00001167","西洋館倶楽部（渡辺家住宅）","","登録有形文化財(建造物)","住宅","建築物","","昭和前","19990708","","千葉県","千葉県市川市新田5-6-21","","","","35.72996100000000","139.91194200000000"
"101","00001491","選擇寺本堂","","登録有形文化財(建造物)","宗教","建築物","","昭和前","20000215","","千葉県","千葉県木更津市中央1-5-6","","宗教法人選擇寺","","35.38407500000000","139.92311100000000"
"101","00001244","染織処谷屋土蔵（夢紫美術館）","","登録有形文化財(建造物)","産業3次","建築物","","明治","19990823","","千葉県","千葉県香取市小見川580","","","","35.85486128000000","140.60749872000000"
"101","00012709","染谷家住宅井戸屋形","","登録有形文化財(建造物)","住宅","その他工作物","","大正","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012710","染谷家住宅稲荷社","","登録有形文化財(建造物)","住宅","建築物","","明治","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012704","染谷家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012711","染谷家住宅長屋門","","登録有形文化財(建造物)","住宅","建築物","","江戸","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012708","染谷家住宅肥料小屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012705","染谷家住宅風呂場","","登録有形文化財(建造物)","住宅","建築物","","大正","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012707","染谷家住宅文庫蔵","","登録有形文化財(建造物)","住宅","建築物","","江戸","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00012706","染谷家住宅前蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20190329","","千葉県","千葉県柏市鷲野谷字稲荷内24","","","","35.84808583000000","140.03948194000000"
"101","00008649","大巌寺書院","","登録有形文化財(建造物)","宗教","建築物","","江戸","20110725","","千葉県","千葉県千葉市中央区大巌寺町180-1","","宗教法人大巌寺","","35.57427987000000","140.14610393000000"
"101","00008648","大巌寺本堂","","登録有形文化財(建造物)","宗教","建築物","","江戸","20110725","","千葉県","千葉県千葉市中央区大巌寺町180-1","","宗教法人大巌寺","","35.57412996000000","140.14590881000000"
"101","00011647","高原家住宅店蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県長生郡一宮町一宮字櫻馬場3030","","","","35.37577300000000","140.36123300000000"
"101","00000237","武田家住宅","","登録有形文化財(建造物)","文化福祉","建築物","","大正","19970715","","千葉県","千葉県市原市古市場53","","","","35.54169917000000","140.15029449000000"
"101","00001348","多田屋店舗","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","19991014","","千葉県","千葉県東金市東金1136","","","","35.56159752000000","140.36233738000000"
"101","00001347","多田屋本社社屋","","登録有形文化財(建造物)","官公庁舎","建築物","","明治","19991014","","千葉県","千葉県東金市東金1137","","","","35.56192314000000","140.36193165000000"
"101","00011878","千葉県水道局栗山配水塔","","登録有形文化財(建造物)","生活関連","土木構造物","","昭和前","20171027","","千葉県","千葉県松戸市栗山198","","千葉県水道局","","35.75523700000000","139.89776400000000"
"101","00006264","千葉県水道局千葉高架水槽","","登録有形文化財(建造物)","生活関連","その他工作物","","昭和前","20070731","","千葉県","千葉県千葉市中央区矢作町670","","千葉県水道局","","35.60630800000000","140.13774100000000"
"101","00011877","千葉県水道局千葉分場１号配水池","","登録有形文化財(建造物)","生活関連","土木構造物","","昭和前","20171027","","千葉県","千葉県千葉市中央区矢作町670","","千葉県水道局","","35.60643400000000","140.13814900000000"
"101","00004875","千葉県立佐倉高等学校記念館","","登録有形文化財(建造物)","学校","建築物","","明治","20050712","","千葉県","千葉県佐倉市鍋山町18","","千葉県","","35.72346900000000","140.23681600000000"
"101","00000758","千葉工業大学通用門（旧鉄道第二連隊表門）","","登録有形文化財(建造物)","その他","その他工作物","","大正","19980902","","千葉県","千葉県習志野市津田沼2-17-1","","学校法人千葉工業大学","","35.68966359000000","140.02188532000000"
"101","00000124","千葉市民ギャラリー・いなげ（旧神谷伝兵衛稲毛別荘）","","登録有形文化財(建造物)","住宅","建築物","","大正","19970507","","千葉県","千葉県千葉市稲毛区稲毛1-8-35","","千葉市","","35.63422443000000","140.08319785000000"
"101","00000235","千葉トヨペット本社（旧勧業銀行本店）","","登録有形文化財(建造物)","産業3次","建築物","","明治","19970715","","千葉県","千葉県千葉市美浜区稲毛海岸4-5-1","","千葉トヨペット株式会社","","35.63647736000000","140.07788459000000"
"101","00009435","千葉黎明学園生徒館","","登録有形文化財(建造物)","学校","建築物","","大正","20130329","","千葉県","千葉県八街市八街ほ628他","","学校法人千葉黎明学園","","35.66268651000000","140.30716342000000"
"101","00001173","長興院山門","","登録有形文化財(建造物)","宗教","その他工作物","","江戸","19990708","","千葉県","千葉県成田市伊能556","","宗教法人長興院","","35.83786963000000","140.43199424000000"
"101","00008651","寺田園旧店舗","","登録有形文化財(建造物)","産業3次","建築物","","明治","20110725","","千葉県","千葉県流山市流山2-101-1","","株式会社流山ツーリズムデザイン","","35.85536961000000","139.89834497000000"
"101","00001172","寺田本家醸造蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","19990708","","千葉県","千葉県香取郡神崎町神崎本宿1964","","株式会社寺田本家","","35.90540155000000","140.40153507000000"
"101","00002133","東葉高等学校正門（旧近藤家住宅長屋門）","","登録有形文化財(建造物)","住宅","建築物","","明治","20010424","","千葉県","千葉県船橋市飯山満町2-670-1","","学校法人船橋学園","","35.71146826000000","140.02137428000000"
"101","00006377","戸邉五右衞門家住宅米蔵","","登録有形文化財(建造物)","産業3次","建築物","","昭和中","20071002","","千葉県","千葉県野田市中野台字川岸702-1他","","","","35.93981600000000","139.84915684000000"
"101","00006745","戸邉五右衞門家住宅主屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20071002","","千葉県","千葉県野田市中野台字川岸699-3他","","","","35.94000200000000","139.84910600000000"
"101","00006376","戸邉五右衞門家住宅倉庫","","登録有形文化財(建造物)","産業3次","建築物","","昭和中","20071002","","千葉県","千葉県野田市中野台字川岸703-1","","","","35.93991100000000","139.84890700000000"
"101","00006375","戸邉五右衞門家住宅土蔵","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20071002","","千葉県","千葉県野田市中野台字川岸702-1","","","","35.94008300000000","139.84893800000000"
"101","00006469","巴橋","","登録有形文化財(建造物)","交通","土木構造物","","明治","20071002","","千葉県","千葉県館山市犬石字巴9-1地先","","館山市","","34.92782282000000","139.83277021000000"
"101","00008823","豊乃鶴酒造煙突","","登録有形文化財(建造物)","産業2次","その他工作物","","昭和中","20111028","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","豊乃鶴酒造株式会社","","35.28449550000000","140.24725389000000"
"101","00008821","豊乃鶴酒造工場","","登録有形文化財(建造物)","産業2次","建築物","","明治","20111028","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","豊乃鶴酒造株式会社","","35.28463378000000","140.24728979000000"
"101","00008822","豊乃鶴酒造酒蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20111028","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","豊乃鶴酒造株式会社","","35.28474414000000","140.24709833000000"
"101","00001408","豊乃鶴酒造主屋","","登録有形文化財(建造物)","産業2次","建築物","","明治","19991118","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","","","35.28425135000000","140.24728328000000"
"101","00008820","豊乃鶴酒造精米所及び貯蔵庫","","登録有形文化財(建造物)","産業2次","建築物","","明治","20111028","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","豊乃鶴酒造株式会社","","35.28429473000000","140.24753045000000"
"101","00008819","豊乃鶴酒造店舗","","登録有形文化財(建造物)","産業2次","建築物","","昭和前","20111028","","千葉県","千葉県夷隅郡大多喜町新丁字下宿88","","豊乃鶴酒造株式会社","","35.28442636000000","140.24722863000000"
"101","00010117","中村家住宅稲荷社","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-3","","","","35.71669700000000","139.94061600000000"
"101","00010115","中村家住宅北蔵及び事務所","","登録有形文化財(建造物)","産業2次","建築物","","大正","20141007","","千葉県","千葉県市川市鬼越2-200-1","","","","35.71692600000000","139.94102900000000"
"101","00010111","中村家住宅主屋","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-1他","","","","35.71694700000000","139.94082100000000"
"101","00010116","中村家住宅倉庫","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-2","","","","35.71661700000000","139.94083300000000"
"101","00010114","中村家住宅土蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-2","","","","35.71681300000000","139.94092200000000"
"101","00010112","中村家住宅離れ","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-2","","","","35.71681000000000","139.94081200000000"
"101","00010118","中村家住宅防空壕","","登録有形文化財(建造物)","産業2次","その他工作物","","昭和前","20141007","","千葉県","千葉県市川市鬼越2-200-3","","","","35.71680400000000","139.94066000000000"
"101","00010119","中村家住宅門及び石塀","","登録有形文化財(建造物)","産業2次","その他工作物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-1","","","","35.71699061000000","139.94097532000000"
